DeviceTag: Xsens DOT13,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 1,StartTime: 2026-05-07 16:42:19.488,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
32487144,-0.2762,-0.3495,-0.2613,0.5704,0.0058,-0.0059,0.8213,-0.1788,-0.9307,110.4429,0.0058,0.0116,-0.2932
32487311,-0.3557,-0.3053,-0.3027,0.5704,0.0058,-0.0059,0.8213,-0.1796,-0.9301,110.4420,0.0179,-0.0105,-0.3046
32487477,-0.3602,-0.3700,-0.3056,0.5704,0.0058,-0.0059,0.8213,-0.1805,-0.9306,110.4427,-0.0197,-0.0009,-0.2914
32487644,-0.3013,-0.3248,-0.3747,0.5704,0.0058,-0.0059,0.8213,-0.1803,-0.9304,110.4419,-0.0250,0.0015,-0.2996
32487811,-0.3761,-0.3636,-0.2647,0.5704,0.0058,-0.0059,0.8213,-0.1814,-0.9308,110.4431,-0.0127,0.0175,-0.3094
32487977,-0.3420,-0.3184,-0.2432,0.5704,0.0058,-0.0059,0.8213,-0.1820,-0.9304,110.4469,0.0137,0.0154,-0.2343
32488144,-0.2860,-0.3621,-0.2746,0.5704,0.0058,-0.0059,0.8213,-0.1816,-0.9308,110.4474,0.0178,0.0170,-0.3178
32488311,-0.4359,-0.3538,-0.2436,0.5704,0.0058,-0.0060,0.8214,-0.1837,-0.9311,110.4494,-0.0053,0.0027,-0.3233
32488477,-0.3213,-0.3915,-0.3076,0.5704,0.0058,-0.0060,0.8214,-0.1839,-0.9319,110.4495,-0.0198,-0.0136,-0.2894
32488644,-0.2689,-0.3953,-0.2443,0.5703,0.0058,-0.0060,0.8214,-0.1832,-0.9329,110.4506,-0.0079,-0.0190,-0.3184
32488811,-0.3146,-0.4721,-0.2709,0.5703,0.0058,-0.0060,0.8214,-0.1833,-0.9351,110.4520,0.0005,0.0261,-0.3008
32488977,-0.2656,-0.3637,-0.3235,0.5703,0.0058,-0.0060,0.8214,-0.1825,-0.9355,110.4515,-0.0070,0.0413,-0.2521
32489144,-0.3437,-0.3452,-0.3172,0.5704,0.0058,-0.0060,0.8214,-0.1831,-0.9356,110.4486,-0.0086,0.0227,-0.2775
32489311,-0.3440,-0.3187,-0.2669,0.5704,0.0058,-0.0060,0.8214,-0.1837,-0.9353,110.4477,-0.0222,-0.0261,-0.2990
32489477,-0.2812,-0.3626,-0.2941,0.5704,0.0058,-0.0060,0.8213,-0.1832,-0.9357,110.4470,0.0217,-0.0175,-0.3105
32489644,-0.2827,-0.4723,-0.2825,0.5704,0.0058,-0.0060,0.8213,-0.1827,-0.9379,110.4474,0.0177,0.0249,-0.2923
32489811,-0.2789,-0.3455,-0.3427,0.5704,0.0058,-0.0060,0.8214,-0.1822,-0.9380,110.4489,-0.0176,0.0116,-0.2555
32489977,-0.3642,-0.2588,-0.3482,0.5704,0.0058,-0.0060,0.8213,-0.1831,-0.9367,110.4469,-0.0229,-0.0090,-0.3065
32490144,-0.3491,-0.3697,-0.3602,0.5704,0.0058,-0.0060,0.8214,-0.1837,-0.9372,110.4480,0.0028,-0.0185,-0.3139
32490311,-0.3535,-0.4370,-0.2897,0.5704,0.0058,-0.0060,0.8213,-0.1844,-0.9388,110.4469,0.0011,0.0116,-0.2668
32490477,-0.3229,-0.3114,-0.2584,0.5704,0.0058,-0.0060,0.8214,-0.1847,-0.9384,110.4487,0.0010,0.0191,-0.2915
32490644,-0.3119,-0.3058,-0.2457,0.5704,0.0058,-0.0060,0.8214,-0.1847,-0.9378,110.4491,-0.0106,-0.0067,-0.2855
32490811,-0.2867,-0.3725,-0.3148,0.5704,0.0058,-0.0060,0.8214,-0.1843,-0.9384,110.4491,-0.0258,-0.0179,-0.3020
32490978,-0.3327,-0.3892,-0.3009,0.5704,0.0058,-0.0060,0.8214,-0.1847,-0.9392,110.4486,-0.0172,0.0207,-0.2711
32491144,-0.3212,-0.3272,-0.3022,0.5704,0.0058,-0.0060,0.8214,-0.1848,-0.9391,110.4479,0.0072,0.0245,-0.2867
32491311,-0.3233,-0.3460,-0.3379,0.5704,0.0058,-0.0060,0.8213,-0.1850,-0.9392,110.4455,0.0212,-0.0055,-0.3157
32491478,-0.2653,-0.3869,-0.2583,0.5704,0.0058,-0.0060,0.8213,-0.1843,-0.9400,110.4454,-0.0155,-0.0466,-0.2950
32491644,-0.2753,-0.4334,-0.3312,0.5704,0.0058,-0.0060,0.8213,-0.1837,-0.9416,110.4473,-0.0313,0.0030,-0.2801
32491811,-0.2819,-0.3951,-0.2865,0.5703,0.0058,-0.0060,0.8214,-0.1832,-0.9425,110.4499,0.0116,-0.0022,-0.2839
32491978,-0.2590,-0.3425,-0.3667,0.5704,0.0058,-0.0060,0.8214,-0.1823,-0.9426,110.4486,0.0227,-0.0087,-0.2972
32492144,-0.3557,-0.3901,-0.2567,0.5703,0.0059,-0.0060,0.8214,-0.1831,-0.9434,110.4502,0.0131,-0.0153,-0.3042
32492311,-0.3234,-0.3542,-0.3448,0.5704,0.0059,-0.0060,0.8214,-0.1833,-0.9437,110.4491,-0.0143,0.0066,-0.2668
32492478,-0.3285,-0.3620,-0.3117,0.5703,0.0059,-0.0060,0.8214,-0.1836,-0.9441,110.4499,0.0058,-0.0008,-0.2965
32492644,-0.3075,-0.2485,-0.2748,0.5704,0.0058,-0.0060,0.8214,-0.1835,-0.9426,110.4492,0.0118,-0.0042,-0.3114
32492811,-0.3279,-0.2896,-0.2730,0.5704,0.0058,-0.0060,0.8214,-0.1838,-0.9417,110.4485,0.0151,0.0011,-0.2928
32492978,-0.3004,-0.4237,-0.3021,0.5704,0.0058,-0.0060,0.8214,-0.1837,-0.9431,110.4491,-0.0149,-0.0009,-0.2739
32493144,-0.3784,-0.3693,-0.2587,0.5704,0.0058,-0.0060,0.8214,-0.1848,-0.9436,110.4490,-0.0316,0.0062,-0.2958
32493311,-0.3416,-0.2964,-0.3408,0.5704,0.0058,-0.0060,0.8214,-0.1853,-0.9429,110.4479,0.0057,-0.0043,-0.2909
32493478,-0.3257,-0.3795,-0.3045,0.5704,0.0058,-0.0060,0.8214,-0.1856,-0.9436,110.4493,0.0119,0.0063,-0.2992
32493644,-0.3245,-0.3617,-0.3080,0.5703,0.0058,-0.0060,0.8214,-0.1858,-0.9440,110.4504,0.0226,0.0360,-0.2791
32493811,-0.3003,-0.2987,-0.3313,0.5704,0.0058,-0.0060,0.8214,-0.1856,-0.9433,110.4492,-0.0290,0.0183,-0.2784
32493978,-0.3465,-0.4222,-0.2118,0.5703,0.0058,-0.0060,0.8214,-0.1862,-0.9447,110.4509,-0.0447,-0.0319,-0.2996
32494144,-0.3524,-0.2806,-0.2466,0.5703,0.0058,-0.0060,0.8214,-0.1869,-0.9437,110.4537,0.0158,-0.0187,-0.3027
32494311,-0.3346,-0.3604,-0.3201,0.5703,0.0058,-0.0060,0.8214,-0.1873,-0.9441,110.4570,0.0323,0.0234,-0.2872
32494478,-0.2817,-0.3364,-0.2852,0.5703,0.0058,-0.0060,0.8214,-0.1869,-0.9440,110.4589,0.0174,0.0214,-0.2861
32494644,-0.2696,-0.4324,-0.2824,0.5703,0.0059,-0.0060,0.8214,-0.1862,-0.9456,110.4576,-0.0071,-0.0089,-0.3034
32494811,-0.3576,-0.3511,-0.3061,0.5703,0.0058,-0.0060,0.8214,-0.1870,-0.9458,110.4579,-0.0389,-0.0325,-0.2940
32494978,-0.3429,-0.4358,-0.3408,0.5703,0.0059,-0.0061,0.8214,-0.1875,-0.9474,110.4571,-0.0122,0.0068,-0.2889
32495144,-0.2916,-0.3240,-0.2852,0.5703,0.0059,-0.0061,0.8214,-0.1872,-0.9472,110.4576,0.0450,0.0122,-0.2993
32495311,-0.3088,-0.3725,-0.3386,0.5703,0.0059,-0.0061,0.8214,-0.1871,-0.9477,110.4572,0.0365,0.0009,-0.2866
32495478,-0.3149,-0.2753,-0.2862,0.5703,0.0059,-0.0061,0.8214,-0.1872,-0.9467,110.4572,-0.0194,0.0052,-0.2993
32495644,-0.3723,-0.3678,-0.3107,0.5703,0.0059,-0.0061,0.8214,-0.1882,-0.9471,110.4574,-0.0369,-0.0014,-0.2900
32495811,-0.2697,-0.3690,-0.3142,0.5703,0.0059,-0.0061,0.8214,-0.1875,-0.9476,110.4574,-0.0128,0.0082,-0.3166
32495978,-0.2734,-0.3860,-0.3580,0.5703,0.0059,-0.0061,0.8214,-0.1869,-0.9484,110.4556,0.0470,-0.0083,-0.2896
32496144,-0.2660,-0.3629,-0.2266,0.5703,0.0059,-0.0061,0.8214,-0.1862,-0.9488,110.4564,0.0203,0.0043,-0.2824
32496311,-0.3832,-0.3824,-0.2666,0.5703,0.0059,-0.0061,0.8214,-0.1874,-0.9495,110.4576,-0.0118,0.0020,-0.3048
32496478,-0.3087,-0.2912,-0.2655,0.5703,0.0059,-0.0061,0.8214,-0.1874,-0.9487,110.4582,-0.0250,-0.0155,-0.3079
32496644,-0.2893,-0.3788,-0.3082,0.5703,0.0059,-0.0061,0.8214,-0.1870,-0.9494,110.4580,-0.0070,-0.0219,-0.2953
32496811,-0.3137,-0.3945,-0.2473,0.5703,0.0059,-0.0061,0.8214,-0.1871,-0.9503,110.4594,0.0222,0.0040,-0.2864
32496978,-0.2683,-0.3219,-0.3228,0.5703,0.0059,-0.0061,0.8214,-0.1864,-0.9500,110.4603,0.0108,0.0112,-0.2708
32497144,-0.2784,-0.2346,-0.2485,0.5703,0.0059,-0.0061,0.8214,-0.1859,-0.9483,110.4614,-0.0113,-0.0148,-0.2884
32497311,-0.2951,-0.3819,-0.2617,0.5703,0.0059,-0.0061,0.8214,-0.1856,-0.9490,110.4626,-0.0260,-0.0183,-0.2883
32497478,-0.3115,-0.4565,-0.2959,0.5702,0.0059,-0.0061,0.8214,-0.1856,-0.9509,110.4639,-0.0052,-0.0102,-0.3148
32497644,-0.2831,-0.4541,-0.2280,0.5702,0.0059,-0.0061,0.8214,-0.1852,-0.9528,110.4669,0.0196,0.0075,-0.2645
32497811,-0.3061,-0.3818,-0.2987,0.5702,0.0059,-0.0061,0.8214,-0.1851,-0.9536,110.4671,0.0045,0.0237,-0.2752
32497978,-0.3341,-0.2146,-0.3100,0.5703,0.0058,-0.0060,0.8214,-0.1845,-0.9440,110.4583,-0.0164,-0.0073,-0.2857
32498144,-0.3299,-0.3763,-0.2494,0.5703,0.0059,-0.0060,0.8214,-0.1848,-0.9446,110.4594,-0.0079,-0.0253,-0.3128
32498311,-0.3187,-0.3306,-0.3571,0.5703,0.0058,-0.0060,0.8214,-0.1849,-0.9444,110.4588,0.0096,-0.0066,-0.2730
32498478,-0.2562,-0.2375,-0.2654,0.5703,0.0058,-0.0060,0.8214,-0.1840,-0.9427,110.4601,0.0174,0.0248,-0.2654
32498644,-0.2673,-0.3317,-0.2799,0.5703,0.0058,-0.0060,0.8214,-0.1833,-0.9425,110.4624,-0.0080,-0.0008,-0.2937
32498811,-0.3180,-0.3640,-0.2936,0.5703,0.0058,-0.0060,0.8214,-0.1834,-0.9429,110.4619,-0.0202,-0.0249,-0.3169
32498978,-0.3321,-0.3363,-0.3274,0.5703,0.0058,-0.0060,0.8214,-0.1837,-0.9428,110.4616,0.0018,-0.0000,-0.2936
32499144,-0.3312,-0.4280,-0.2670,0.5703,0.0059,-0.0060,0.8214,-0.1841,-0.9442,110.4612,0.0068,0.0204,-0.2752
32499311,-0.3450,-0.2931,-0.2723,0.5702,0.0058,-0.0060,0.8214,-0.1847,-0.9434,110.4636,0.0139,0.0064,-0.2876
32499478,-0.3297,-0.3180,-0.3467,0.5703,0.0058,-0.0060,0.8214,-0.1850,-0.9430,110.4629,-0.0059,-0.0050,-0.2974
32499644,-0.3316,-0.3473,-0.3169,0.5703,0.0058,-0.0060,0.8214,-0.1853,-0.9431,110.4623,-0.0322,-0.0132,-0.2845
32499811,-0.3468,-0.3760,-0.2786,0.5703,0.0058,-0.0060,0.8214,-0.1859,-0.9437,110.4632,-0.0003,0.0067,-0.2889
32499978,-0.3098,-0.3490,-0.2524,0.5702,0.0058,-0.0060,0.8214,-0.1859,-0.9438,110.4641,0.0297,0.0076,-0.3001
32500144,-0.3025,-0.4167,-0.2507,0.5702,0.0059,-0.0060,0.8214,-0.1858,-0.9451,110.4648,0.0071,0.0092,-0.3031
32500311,-0.3032,-0.3215,-0.2062,0.5702,0.0058,-0.0060,0.8214,-0.1857,-0.9447,110.4671,-0.0255,0.0111,-0.2871
32500478,-0.2681,-0.3450,-0.3316,0.5702,0.0059,-0.0060,0.8215,-0.1849,-0.9448,110.4682,-0.0035,-0.0024,-0.3005
32500644,-0.3141,-0.3505,-0.3348,0.5702,0.0059,-0.0060,0.8214,-0.1850,-0.9449,110.4676,0.0299,-0.0073,-0.3027
32500811,-0.3097,-0.3267,-0.3468,0.5702,0.0059,-0.0060,0.8214,-0.1849,-0.9447,110.4668,0.0283,0.0165,-0.2825
32500978,-0.2884,-0.3152,-0.3176,0.5702,0.0059,-0.0060,0.8214,-0.1846,-0.9443,110.4663,-0.0070,0.0154,-0.3066
32501144,-0.3096,-0.3040,-0.3081,0.5702,0.0058,-0.0060,0.8214,-0.1845,-0.9436,110.4655,-0.0363,-0.0060,-0.2975
32501311,-0.2512,-0.3654,-0.2534,0.5702,0.0059,-0.0060,0.8214,-0.1836,-0.9440,110.4672,0.0019,-0.0195,-0.3021
32501478,-0.2921,-0.3382,-0.3046,0.5702,0.0059,-0.0060,0.8214,-0.1832,-0.9440,110.4670,0.0169,0.0031,-0.3104
32501644,-0.3714,-0.3751,-0.2944,0.5702,0.0059,-0.0060,0.8214,-0.1843,-0.9445,110.4654,0.0134,0.0214,-0.2941
32501811,-0.3132,-0.3528,-0.3455,0.5702,0.0059,-0.0060,0.8214,-0.1843,-0.9447,110.4643,-0.0206,-0.0035,-0.2904
32501978,-0.3471,-0.3200,-0.2964,0.5702,0.0058,-0.0060,0.8214,-0.1849,-0.9444,110.4641,-0.0163,-0.0201,-0.2744
32502144,-0.3731,-0.3690,-0.3004,0.5702,0.0058,-0.0060,0.8214,-0.1859,-0.9448,110.4635,0.0109,0.0087,-0.2924
32502311,-0.3414,-0.3560,-0.3284,0.5702,0.0058,-0.0060,0.8214,-0.1864,-0.9451,110.4638,0.0156,0.0246,-0.3008
32502478,-0.3287,-0.3376,-0.3335,0.5703,0.0058,-0.0060,0.8214,-0.1867,-0.9450,110.4613,0.0067,-0.0050,-0.2770
32502644,-0.3499,-0.3692,-0.3239,0.5703,0.0058,-0.0060,0.8214,-0.1874,-0.9455,110.4612,-0.0147,-0.0084,-0.2898
32502811,-0.3062,-0.2679,-0.2536,0.5703,0.0058,-0.0060,0.8214,-0.1873,-0.9442,110.4625,-0.0035,0.0003,-0.2796
32502978,-0.3537,-0.4124,-0.3136,0.5703,0.0058,-0.0061,0.8214,-0.1880,-0.9454,110.4615,0.0067,0.0141,-0.3024
32503144,-0.3196,-0.3645,-0.3687,0.5703,0.0058,-0.0061,0.8214,-0.1881,-0.9458,110.4596,0.0093,0.0069,-0.2979
32503311,-0.3082,-0.4615,-0.3081,0.5703,0.0059,-0.0061,0.8214,-0.1881,-0.9478,110.4600,-0.0072,0.0015,-0.2997
32503478,-0.3088,-0.3899,-0.1979,0.5703,0.0059,-0.0061,0.8214,-0.1881,-0.9486,110.4613,-0.0348,-0.0081,-0.3020
32503644,-0.2946,-0.3201,-0.3204,0.5703,0.0059,-0.0061,0.8214,-0.1878,-0.9482,110.4611,-0.0155,0.0026,-0.2839
32503811,-0.2973,-0.3428,-0.3167,0.5703,0.0059,-0.0061,0.8214,-0.1876,-0.9483,110.4611,0.0230,0.0007,-0.3206
32503978,-0.2978,-0.3855,-0.2613,0.5703,0.0059,-0.0061,0.8214,-0.1874,-0.9490,110.4622,0.0167,-0.0024,-0.2801
32504144,-0.3522,-0.2273,-0.2162,0.5703,0.0059,-0.0061,0.8214,-0.1881,-0.9471,110.4627,-0.0158,0.0081,-0.2767
32504311,-0.3350,-0.2901,-0.3339,0.5703,0.0058,-0.0061,0.8214,-0.1885,-0.9462,110.4631,-0.0182,-0.0036,-0.2974
32504478,-0.3112,-0.3236,-0.2833,0.5703,0.0058,-0.0061,0.8214,-0.1885,-0.9459,110.4633,0.0088,0.0036,-0.2790
32504644,-0.2923,-0.3168,-0.2547,0.5702,0.0058,-0.0061,0.8214,-0.1882,-0.9455,110.4640,0.0198,0.0064,-0.2891
32504811,-0.3741,-0.3723,-0.2589,0.5702,0.0058,-0.0061,0.8214,-0.1893,-0.9460,110.4645,0.0093,0.0102,-0.2995
32504978,-0.2923,-0.3570,-0.2905,0.5702,0.0058,-0.0061,0.8214,-0.1889,-0.9463,110.4642,-0.0183,0.0057,-0.2932
32505144,-0.2892,-0.3867,-0.3150,0.5702,0.0059,-0.0061,0.8214,-0.1886,-0.9470,110.4650,0.0022,-0.0188,-0.2959
32505311,-0.3228,-0.2816,-0.2936,0.5702,0.0058,-0.0061,0.8214,-0.1888,-0.9460,110.4660,0.0192,0.0060,-0.3021
32505478,-0.3159,-0.3850,-0.2400,0.5702,0.0058,-0.0061,0.8214,-0.1889,-0.9468,110.4675,0.0218,0.0179,-0.2697
32505644,-0.2368,-0.4205,-0.3153,0.5702,0.0059,-0.0061,0.8215,-0.1877,-0.9481,110.4679,-0.0002,0.0018,-0.2979
32505811,-0.2469,-0.3877,-0.3215,0.5702,0.0059,-0.0061,0.8215,-0.1866,-0.9488,110.4695,-0.0009,0.0038,-0.2928
32505978,-0.2979,-0.3364,-0.3372,0.5702,0.0059,-0.0061,0.8215,-0.1864,-0.9488,110.4688,-0.0120,-0.0092,-0.2874
32506144,-0.3551,-0.3275,-0.2635,0.5702,0.0059,-0.0061,0.8215,-0.1871,-0.9485,110.4690,0.0072,0.0109,-0.2929
32506311,-0.3594,-0.3469,-0.2654,0.5702,0.0059,-0.0061,0.8215,-0.1879,-0.9486,110.4697,0.0201,0.0040,-0.2974
32506478,-0.2684,-0.3589,-0.3456,0.5702,0.0059,-0.0061,0.8215,-0.1872,-0.9489,110.4700,-0.0026,-0.0034,-0.2966
32506644,-0.3446,-0.3015,-0.3412,0.5702,0.0059,-0.0061,0.8215,-0.1878,-0.9482,110.4697,-0.0001,-0.0227,-0.2773
32506811,-0.3499,-0.3568,-0.3142,0.5702,0.0059,-0.0061,0.8215,-0.1884,-0.9485,110.4694,-0.0054,-0.0225,-0.3076
32506978,-0.4224,-0.4754,-0.2842,0.5702,0.0059,-0.0061,0.8215,-0.1903,-0.9507,110.4701,0.0090,-0.0080,-0.2771
32507144,-0.3154,-0.2924,-0.3313,0.5702,0.0059,-0.0061,0.8215,-0.1904,-0.9499,110.4695,-0.0008,-0.0144,-0.2766
32507311,-0.2692,-0.3711,-0.3148,0.5702,0.0059,-0.0061,0.8215,-0.1897,-0.9504,110.4705,-0.0077,-0.0073,-0.2856
32507478,-0.2344,-0.2450,-0.2417,0.5702,0.0059,-0.0061,0.8215,-0.1884,-0.9488,110.4719,-0.0073,-0.0186,-0.2804
32507645,-0.1328,-0.0517,-0.3135,0.5702,0.0058,-0.0060,0.8215,-0.1854,-0.9439,110.4702,-0.0097,0.0099,-0.3083
32507811,-0.4781,-0.4056,-0.2717,0.5702,0.0058,-0.0061,0.8215,-0.1882,-0.9450,110.4707,0.0019,0.0036,-0.2685
32507978,0.1855,0.0168,-0.3293,0.5702,0.0058,-0.0060,0.8215,-0.1800,-0.9390,110.4697,0.0024,-0.0109,-0.2980
32508145,1.0099,0.3521,-0.5604,0.5702,0.0059,-0.0057,0.8214,-0.1579,-0.9274,110.4655,0.0810,0.0035,-0.2907
32508311,-0.0227,-0.0283,-19.4323,0.5725,0.0059,-0.0057,0.8199,-0.1479,-0.9231,110.1474,0.7617,0.3765,-0.2909
32508478,-0.3264,1.5619,-8.9377,0.5735,0.0056,-0.0055,0.8191,-0.1460,-0.8917,110.0047,-0.8779,-0.3534,-0.3054
32508645,0.6336,9.4874,-4.2023,0.5740,0.0046,-0.0046,0.8188,-0.1293,-0.7280,109.9385,-0.4059,0.2417,-0.2855
32508811,2.0935,12.4418,-5.2996,0.5746,0.0032,-0.0032,0.8184,-0.0883,-0.5152,109.8549,-0.0562,-0.0428,-0.3489
32508978,5.0347,17.6354,-11.6005,0.5760,0.0015,-0.0011,0.8175,0.0020,-0.2157,109.6659,0.2080,-0.1037,-0.1450
32509145,9.3826,15.7323,-13.9116,0.5776,0.0005,0.0014,0.8163,0.1639,0.0525,109.4401,0.3567,0.0130,-0.2408
32509311,13.2512,19.3380,-8.8481,0.5786,-0.0007,0.0047,0.8156,0.3894,0.3812,109.3014,0.0866,-0.0618,-0.3241
32509478,15.4229,24.6432,-1.4432,0.5787,-0.0024,0.0087,0.8155,0.6515,0.7978,109.2864,0.1052,0.0238,-0.2953
32509645,14.7547,27.2497,3.0771,0.5782,-0.0044,0.0128,0.8158,0.9037,1.2569,109.3490,-0.0325,-0.0569,-0.3238
32509811,11.8794,27.6764,4.2181,0.5776,-0.0067,0.0166,0.8161,1.1090,1.7225,109.4333,-0.1138,-0.1425,-0.0431
32509978,-2.3665,30.6875,-1.6860,0.5777,-0.0105,0.0189,0.8160,1.0743,2.2400,109.4228,-0.0165,-0.4378,0.1516
32510145,-19.8833,49.4960,12.1895,0.5760,-0.0181,0.0208,0.8170,0.7583,3.0672,109.6446,0.5854,-0.1201,0.7334
32510311,-2.1773,52.1485,16.0381,0.5739,-0.0244,0.0250,0.8182,0.7445,3.9385,109.9285,0.3342,-0.4916,1.6865
32510478,15.3372,39.0630,0.4265,0.5737,-0.0278,0.0302,0.8180,1.0069,4.5951,109.9491,-0.5281,-0.4574,4.0386
32510645,4.1199,24.8696,-4.3164,0.5741,-0.0304,0.0328,0.8175,1.0758,5.0166,109.8868,0.1666,-0.3566,4.3743
32510811,2.5395,18.2863,-12.4541,0.5755,-0.0325,0.0347,0.8164,1.1055,5.3310,109.6855,0.7180,-0.3862,3.7120
32510978,25.1532,9.5718,-32.4441,0.5794,-0.0317,0.0384,0.8135,1.4794,5.5085,109.1469,0.0622,-0.0623,4.2867
32511145,46.9029,-3.7983,-41.8689,0.5846,-0.0275,0.0435,0.8097,2.1995,5.4733,108.4464,-0.2500,0.0162,4.4144
32511311,38.5179,-17.1500,-32.8320,0.5887,-0.0224,0.0465,0.8067,2.7948,5.2172,107.8899,0.0311,-0.0447,4.1497
32511478,35.3410,-21.1856,-34.6667,0.5929,-0.0172,0.0488,0.8036,3.3367,4.9011,107.2969,1.3449,0.2832,2.2607
32511645,30.7954,-17.4660,-39.7336,0.5977,-0.0128,0.0508,0.8000,3.7987,4.6574,106.6207,1.0458,-0.2670,0.9846
32511811,4.6415,-13.0433,-22.4921,0.6004,-0.0110,0.0502,0.7980,3.8505,4.4710,106.2361,0.3053,-0.3766,0.8027
32511978,-6.2349,-12.5903,-8.7200,0.6015,-0.0102,0.0485,0.7974,3.7398,4.2769,106.0820,-0.2465,-0.3863,0.8678
32512145,-32.0849,-19.2945,-6.8511,0.6023,-0.0108,0.0431,0.7970,3.2008,3.9684,105.9534,0.3626,-0.1708,0.7631
32512311,-44.2135,-23.2340,4.1743,0.6019,-0.0120,0.0360,0.7977,2.4726,3.5840,106.0090,0.2378,-0.2445,0.5003
32512478,-21.0255,-29.0145,10.4151,0.6007,-0.0104,0.0311,0.7988,2.1364,3.0996,106.1684,-0.2532,-0.3689,0.0720
32512645,0.6870,-39.4962,4.2752,0.6004,-0.0058,0.0278,0.7992,2.1554,2.4449,106.2200,-0.3652,-0.2425,-0.0498
32512811,-2.7663,-47.9049,1.3196,0.6003,-0.0005,0.0234,0.7994,2.1142,1.6520,106.2174,0.1465,0.1017,0.0747
32512978,-9.8326,-50.0979,2.5371,0.6002,0.0045,0.0180,0.7997,1.9557,0.8219,106.2350,0.1639,-0.1671,-2.1987
32513145,40.3247,-48.4547,-0.6396,0.6003,0.0136,0.0185,0.7995,2.6326,0.0212,106.1971,-0.3774,-0.3240,-2.8201
32513311,60.4774,-54.3034,-6.7198,0.6010,0.0252,0.0208,0.7986,3.6468,-0.8707,106.0409,-0.0842,0.4411,-1.2051
32513478,46.1423,-58.8737,6.2838,0.6002,0.0361,0.0211,0.7987,4.4200,-1.8512,106.0816,-0.0832,0.2354,-2.2235
32513645,17.3136,-54.7797,22.8443,0.5976,0.0440,0.0183,0.8004,4.7010,-2.7861,106.3942,0.1267,0.0681,-3.0431
32513811,1.4555,-46.3819,27.2204,0.5945,0.0496,0.0143,0.8025,4.7083,-3.5882,106.7889,0.1974,-0.0020,-3.5003
32513978,-21.0135,-38.4363,30.4035,0.5911,0.0523,0.0084,0.8049,4.3316,-4.2612,107.2499,0.0718,0.2100,-2.8429
32514145,-56.1311,-34.0558,38.4931,0.5870,0.0515,-0.0014,0.8080,3.3526,-4.8649,107.8592,-0.0032,0.1121,-2.1927
32514311,-73.8930,-33.0545,32.7257,0.5836,0.0490,-0.0130,0.8104,2.0788,-5.4353,108.3852,-0.0415,0.0776,-2.0169
32514478,-70.3803,-35.0304,21.9289,0.5814,0.0471,-0.0244,0.8119,0.8752,-6.0225,108.7423,-0.2872,-0.2464,-1.6753
32514645,-37.5733,-34.8485,6.4500,0.5807,0.0480,-0.0318,0.8121,0.2422,-6.5985,108.8497,-0.1644,-0.2510,-1.7854
32514811,-22.8132,-30.5146,4.1734,0.5802,0.0497,-0.0370,0.8121,-0.1418,-7.1012,108.9242,-0.1395,-0.2326,-2.1845
32514978,0.4501,-24.0221,-9.5335,0.5811,0.0526,-0.0388,0.8112,-0.1096,-7.4959,108.7698,-0.1719,0.0956,-2.2212
32515145,2.4888,-18.6189,-11.8088,0.5824,0.0550,-0.0400,0.8101,-0.0373,-7.8005,108.5766,-0.3660,0.2872,-2.0661
32515311,9.1657,-15.7303,-16.2481,0.5841,0.0577,-0.0400,0.8086,0.1576,-8.0565,108.3078,-0.2698,0.3437,-1.5810
32515478,6.2798,-13.2489,-21.7122,0.5865,0.0599,-0.0402,0.8068,0.3188,-8.2699,107.9462,-0.1217,0.3239,-1.3990
32515645,-7.6032,-12.7352,-21.7178,0.5890,0.0609,-0.0419,0.8048,0.2499,-8.4745,107.5843,0.0727,0.4000,-0.5825
32515811,-12.1860,-11.0610,-20.8282,0.5914,0.0613,-0.0440,0.8028,0.1035,-8.6520,107.2376,-0.4098,0.2088,-1.2088
32515978,13.9866,-4.9006,-23.2705,0.5939,0.0632,-0.0425,0.8009,0.4003,-8.7261,106.8498,-0.8289,0.1086,-1.8990
32516145,17.3442,-1.3200,-16.8343,0.5957,0.0649,-0.0404,0.7996,0.7369,-8.7396,106.5707,-0.5924,0.2358,-1.0288
32516311,9.2346,0.4164,-11.2615,0.5969,0.0657,-0.0391,0.7987,0.9241,-8.7242,106.3860,-0.2877,0.4203,-0.9667
32516478,17.4557,0.8816,-14.0019,0.5983,0.0672,-0.0368,0.7976,1.2552,-8.6994,106.1552,-0.2626,0.4176,-1.0792
32516645,14.6408,1.5633,-10.8412,0.5994,0.0683,-0.0348,0.7968,1.5311,-8.6633,105.9782,-0.4495,0.1733,-0.8213
32516811,19.4604,1.7344,-12.2646,0.6006,0.0699,-0.0322,0.7958,1.8909,-8.6227,105.7775,-0.1652,0.1317,-0.5389
32516978,21.0259,-0.1953,-10.5353,0.6016,0.0718,-0.0296,0.7951,2.2724,-8.6140,105.6050,-0.2499,0.0596,-0.3029
