DeviceTag: Xsens DOT13,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 1,StartTime: 2026-05-07 16:42:19.488,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
32464810,-0.3071,-0.2380,-0.3273,0.5716,0.0063,-0.0079,0.8205,-0.3241,-1.1103,110.2796,-0.0147,-0.0470,-0.2969
32464977,-0.3526,-0.3969,-0.3062,0.5716,0.0063,-0.0079,0.8205,-0.3283,-1.1152,110.2745,-0.0373,-0.0312,-0.2865
32465144,-0.3186,-0.3526,-0.2987,0.5716,0.0064,-0.0080,0.8205,-0.3319,-1.1194,110.2716,-0.0032,-0.0327,-0.3046
32465310,-0.2914,-0.3271,-0.3037,0.5716,0.0064,-0.0080,0.8204,-0.3351,-1.1232,110.2699,0.0064,-0.0399,-0.2982
32465477,-0.2797,-0.3219,-0.3510,0.5717,0.0064,-0.0080,0.8204,-0.3381,-1.1269,110.2675,0.0013,-0.0593,-0.2998
32465644,-0.2680,-0.4246,-0.3039,0.5717,0.0064,-0.0081,0.8204,-0.3410,-1.1321,110.2597,-0.0343,-0.0544,-0.3052
32465810,-0.2761,-0.3926,-0.3909,0.5717,0.0064,-0.0081,0.8204,-0.3439,-1.1368,110.2570,-0.0430,-0.0348,-0.3034
32465977,-0.2322,-0.3199,-0.2010,0.5717,0.0064,-0.0082,0.8204,-0.3460,-1.1403,110.2617,-0.0299,-0.0385,-0.3025
32466144,-0.3790,-0.2605,-0.3380,0.5717,0.0064,-0.0082,0.8204,-0.3505,-1.1428,110.2602,0.0069,-0.0672,-0.2827
32466310,-0.3511,-0.3807,-0.3312,0.5717,0.0064,-0.0083,0.8204,-0.3545,-1.1473,110.2578,-0.0109,-0.0018,-0.2898
32466477,-0.3275,-0.3520,-0.2692,0.5716,0.0065,-0.0083,0.8204,-0.3582,-1.1513,110.2698,-0.0152,-0.0246,-0.2860
32466644,-0.2752,-0.2632,-0.2526,0.5717,0.0065,-0.0083,0.8204,-0.3611,-1.1539,110.2665,-0.0192,-0.0608,-0.2947
32466810,-0.3967,-0.3032,-0.2442,0.5716,0.0065,-0.0084,0.8205,-0.3660,-1.1572,110.2770,-0.0207,-0.0438,-0.2831
32466977,-0.3590,-0.3513,-0.3071,0.5715,0.0065,-0.0084,0.8205,-0.3702,-1.1612,110.2831,-0.0335,-0.0467,-0.3093
32467144,-0.2745,-0.3559,-0.3529,0.5715,0.0065,-0.0085,0.8205,-0.3729,-1.1653,110.2862,-0.0098,-0.0256,-0.3145
32467310,-0.2493,-0.3226,-0.3505,0.5715,0.0065,-0.0085,0.8205,-0.3752,-1.1689,110.2913,0.0022,-0.0626,-0.2990
32467477,-0.3337,-0.3510,-0.3331,0.5715,0.0065,-0.0086,0.8205,-0.3790,-1.1729,110.2905,-0.0233,-0.0440,-0.2903
32467644,-0.2721,-0.3296,-0.2776,0.5715,0.0065,-0.0086,0.8205,-0.3818,-1.1765,110.2921,-0.0360,-0.0231,-0.2744
32467810,-0.3460,-0.3470,-0.2026,0.5714,0.0065,-0.0086,0.8206,-0.3857,-1.1805,110.3085,-0.0065,-0.0483,-0.2962
32467977,-0.3221,-0.3601,-0.2558,0.5714,0.0065,-0.0087,0.8206,-0.3893,-1.1846,110.3087,-0.0043,-0.0534,-0.3055
32468144,-0.3073,-0.4728,-0.2997,0.5714,0.0066,-0.0087,0.8206,-0.3926,-1.1906,110.3011,-0.0153,-0.0366,-0.3016
32468310,-0.3944,-0.2821,-0.2869,0.5714,0.0066,-0.0088,0.8206,-0.3974,-1.1935,110.3023,-0.0341,-0.0630,-0.2479
32468477,-0.3242,-0.3277,-0.3372,0.5714,0.0066,-0.0088,0.8206,-0.4009,-1.1970,110.3036,-0.0342,-0.0428,-0.2865
32468644,-0.3941,-0.3769,-0.2655,0.5713,0.0066,-0.0089,0.8206,-0.4056,-1.2014,110.3107,0.0033,-0.0537,-0.3324
32468810,-0.3399,-0.3332,-0.3105,0.5714,0.0066,-0.0089,0.8206,-0.4094,-1.2050,110.3050,0.0271,-0.0397,-0.3032
32468977,-0.3448,-0.3350,-0.3372,0.5713,0.0066,-0.0090,0.8206,-0.4134,-1.2087,110.3106,-0.0153,-0.0587,-0.2771
32469144,-0.2195,-0.3185,-0.3184,0.5714,0.0066,-0.0090,0.8206,-0.4153,-1.2120,110.3062,-0.0601,-0.0527,-0.3137
32469310,-0.2684,-0.2863,-0.2997,0.5713,0.0066,-0.0090,0.8207,-0.4179,-1.2148,110.3147,-0.0206,-0.0464,-0.2965
32469477,-0.2584,-0.2917,-0.3032,0.5713,0.0066,-0.0091,0.8207,-0.4203,-1.2176,110.3169,-0.0039,-0.0438,-0.2913
32469644,-0.3204,-0.3812,-0.3067,0.5712,0.0066,-0.0091,0.8207,-0.4237,-1.2220,110.3334,0.0046,-0.0464,-0.2904
32469810,-0.2922,-0.3023,-0.3169,0.5712,0.0066,-0.0092,0.8207,-0.4268,-1.2250,110.3337,-0.0333,-0.0591,-0.2831
32469977,-0.3587,-0.3760,-0.2897,0.5711,0.0067,-0.0092,0.8208,-0.4309,-1.2292,110.3452,-0.0301,-0.0582,-0.2960
32470144,-0.2861,-0.3613,-0.3141,0.5712,0.0067,-0.0093,0.8208,-0.4337,-1.2332,110.3383,-0.0060,-0.0609,-0.3044
32470310,-0.3327,-0.3332,-0.2644,0.5712,0.0067,-0.0093,0.8208,-0.4373,-1.2366,110.3365,0.0021,-0.0550,-0.2984
32470477,-0.2904,-0.3678,-0.3416,0.5711,0.0067,-0.0093,0.8208,-0.4403,-1.2406,110.3407,-0.0284,-0.0358,-0.2962
32470644,-0.3414,-0.2894,-0.2694,0.5711,0.0067,-0.0094,0.8208,-0.4440,-1.2433,110.3405,-0.0606,-0.0623,-0.2819
32470810,-0.3361,-0.3650,-0.3414,0.5712,0.0067,-0.0094,0.8208,-0.4476,-1.2473,110.3364,-0.0277,-0.0743,-0.2893
32470977,-0.3945,-0.2769,-0.3391,0.5711,0.0067,-0.0095,0.8208,-0.4521,-1.2497,110.3430,0.0194,-0.0759,-0.3248
32471144,-0.3602,-0.3266,-0.2015,0.5710,0.0067,-0.0095,0.8209,-0.4561,-1.2529,110.3580,0.0088,-0.0476,-0.2817
32471310,-0.2992,-0.3768,-0.3296,0.5710,0.0067,-0.0096,0.8208,-0.4591,-1.2569,110.3543,-0.0468,-0.0485,-0.2959
32471477,-0.1583,-0.3925,-0.3167,0.5710,0.0067,-0.0096,0.8209,-0.4597,-1.2612,110.3613,-0.0480,-0.0924,-0.3173
32471644,-0.3645,-0.2360,-0.2091,0.5710,0.0067,-0.0096,0.8209,-0.4637,-1.2628,110.3634,-0.0441,-0.0789,-0.3023
32471810,-0.2896,-0.3204,-0.2144,0.5709,0.0067,-0.0096,0.8210,-0.4664,-1.2657,110.3769,-0.0026,-0.0248,-0.2585
32471977,-0.3336,-0.3200,-0.3219,0.5708,0.0068,-0.0097,0.8210,-0.4698,-1.2687,110.3852,0.0123,-0.0403,-0.2760
32472144,-0.3339,-0.2786,-0.3344,0.5708,0.0067,-0.0097,0.8210,-0.4732,-1.2710,110.3816,-0.0121,-0.0973,-0.3092
32472310,-0.3033,-0.2976,-0.2773,0.5708,0.0068,-0.0098,0.8210,-0.4761,-1.2735,110.3916,-0.0631,-0.0993,-0.3085
32472477,-0.3010,-0.3326,-0.2186,0.5707,0.0068,-0.0098,0.8211,-0.4789,-1.2765,110.3984,-0.0682,-0.0754,-0.3030
32472644,-0.2448,-0.3685,-0.3445,0.5707,0.0068,-0.0098,0.8211,-0.4806,-1.2801,110.4033,0.0019,-0.0580,-0.2983
32472810,-0.2446,-0.3481,-0.2657,0.5707,0.0068,-0.0098,0.8211,-0.4824,-1.2834,110.4047,0.0211,-0.0797,-0.2998
32472977,-0.2945,-0.4097,-0.3700,0.5707,0.0068,-0.0099,0.8211,-0.4849,-1.2876,110.4046,-0.0403,-0.0694,-0.2944
32473144,-0.2784,-0.3050,-0.3455,0.5706,0.0068,-0.0099,0.8212,-0.4872,-1.2900,110.4193,-0.0672,-0.0956,-0.2959
32473310,-0.3564,-0.3662,-0.2640,0.5705,0.0068,-0.0100,0.8212,-0.4907,-1.2934,110.4250,-0.0349,-0.0959,-0.2905
32473477,-0.3444,-0.3283,-0.2783,0.5705,0.0068,-0.0100,0.8212,-0.4939,-1.2961,110.4276,-0.0044,-0.0362,-0.3101
32473644,-0.2992,-0.3518,-0.2366,0.5705,0.0068,-0.0100,0.8212,-0.4965,-1.2991,110.4240,-0.0088,-0.0466,-0.2938
32473810,-0.2192,-0.2950,-0.3288,0.5705,0.0068,-0.0100,0.8212,-0.4976,-1.3012,110.4250,-0.0327,-0.0760,-0.3048
32473977,-0.3318,-0.3218,-0.2419,0.5705,0.0069,-0.0101,0.8212,-0.5006,-1.3038,110.4310,-0.0559,-0.1092,-0.2834
32474144,-0.1707,-0.3729,-0.3331,0.5706,0.0069,-0.0101,0.8212,-0.5008,-1.3071,110.4224,-0.0321,-0.0879,-0.2992
32474311,-0.3012,-0.3957,-0.2655,0.5705,0.0069,-0.0101,0.8212,-0.5032,-1.3107,110.4267,-0.0147,-0.0577,-0.2287
32474477,-0.3314,-0.2446,-0.2609,0.5705,0.0069,-0.0102,0.8212,-0.5061,-1.3118,110.4292,-0.0070,-0.0157,-0.3402
32474644,-0.4335,-0.2196,-0.2803,0.5704,0.0069,-0.0102,0.8212,-0.5106,-1.3125,110.4381,-0.0126,-0.1076,-0.2891
32474811,-0.2772,-0.3186,-0.3868,0.5704,0.0069,-0.0102,0.8213,-0.5125,-1.3148,110.4467,-0.0636,-0.1415,-0.2984
32474977,-0.3254,-0.3445,-0.3039,0.5704,0.0069,-0.0102,0.8213,-0.5151,-1.3174,110.4435,-0.0412,-0.0727,-0.3094
32475144,-0.2751,-0.3514,-0.2789,0.5704,0.0069,-0.0103,0.8213,-0.5169,-1.3201,110.4432,-0.0180,-0.0499,-0.2574
32475311,-0.3369,-0.3153,-0.3673,0.5704,0.0069,-0.0103,0.8213,-0.5196,-1.3222,110.4446,-0.0017,-0.0588,-0.2627
32475477,-0.2580,-0.3230,-0.3757,0.5704,0.0069,-0.0103,0.8213,-0.5210,-1.3244,110.4480,-0.0203,-0.1198,-0.3281
32475644,-0.3457,-0.4049,-0.2722,0.5704,0.0069,-0.0104,0.8213,-0.5239,-1.3278,110.4468,-0.0650,-0.0816,-0.2961
32475811,-0.2923,-0.3356,-0.2758,0.5703,0.0069,-0.0104,0.8213,-0.5258,-1.3301,110.4534,-0.0549,-0.0259,-0.2615
32475977,-0.3174,-0.3217,-0.3000,0.5704,0.0069,-0.0104,0.8212,-0.5281,-1.3321,110.4388,-0.0018,-0.0698,-0.2601
32476144,-0.3122,-0.2779,-0.3175,0.5705,0.0069,-0.0104,0.8212,-0.5303,-1.3334,110.4339,0.0024,-0.0998,-0.2838
32476311,-0.3479,-0.3402,-0.2156,0.5705,0.0069,-0.0105,0.8212,-0.5331,-1.3356,110.4323,-0.0450,-0.0958,-0.3059
32476477,-0.3419,-0.3555,-0.2726,0.5705,0.0069,-0.0105,0.8212,-0.5357,-1.3380,110.4346,-0.0594,-0.0749,-0.2839
32476644,-0.2904,-0.3569,-0.2293,0.5704,0.0069,-0.0105,0.8213,-0.5374,-1.3405,110.4401,-0.0262,-0.0882,-0.2806
32476811,-0.3233,-0.3395,-0.2620,0.5704,0.0069,-0.0106,0.8213,-0.5396,-1.3425,110.4463,-0.0075,-0.0863,-0.3195
32476977,-0.3063,-0.3763,-0.3933,0.5704,0.0069,-0.0106,0.8213,-0.5415,-1.3452,110.4485,-0.0047,-0.0866,-0.3058
32477144,-0.2403,-0.2765,-0.3348,0.5703,0.0070,-0.0106,0.8213,-0.5422,-1.3462,110.4528,-0.0634,-0.0784,-0.2885
32477311,-0.3210,-0.2791,-0.2435,0.5703,0.0069,-0.0106,0.8213,-0.5443,-1.3471,110.4527,-0.0367,-0.0974,-0.2934
32477477,-0.2951,-0.3022,-0.2595,0.5703,0.0069,-0.0106,0.8214,-0.5459,-1.3484,110.4619,-0.0326,-0.0969,-0.3237
32477644,-0.3295,-0.3388,-0.2511,0.5702,0.0070,-0.0106,0.8214,-0.5480,-1.3502,110.4675,-0.0078,-0.0783,-0.3157
32477811,-0.3454,-0.3132,-0.2971,0.5702,0.0070,-0.0107,0.8214,-0.5504,-1.3516,110.4709,-0.0382,-0.0473,-0.2736
32477977,-0.2928,-0.3678,-0.2667,0.5702,0.0059,-0.0060,0.8214,-0.1816,-0.9423,110.4636,-0.0182,0.0188,-0.2912
32478144,-0.2733,-0.3155,-0.3276,0.5703,0.0059,-0.0060,0.8214,-0.1810,-0.9419,110.4628,-0.0047,-0.0081,-0.2915
32478311,-0.2868,-0.3653,-0.2607,0.5703,0.0059,-0.0060,0.8214,-0.1807,-0.9423,110.4589,0.0205,-0.0060,-0.2920
32478477,-0.2610,-0.3970,-0.3165,0.5703,0.0059,-0.0060,0.8214,-0.1799,-0.9433,110.4622,0.0048,0.0098,-0.2956
32478644,-0.2733,-0.3532,-0.3032,0.5703,0.0059,-0.0060,0.8214,-0.1794,-0.9435,110.4580,-0.0003,-0.0097,-0.2663
32478811,-0.2598,-0.2619,-0.2790,0.5703,0.0059,-0.0060,0.8214,-0.1786,-0.9422,110.4541,0.0021,-0.0293,-0.3001
32478977,-0.3208,-0.4177,-0.2581,0.5703,0.0059,-0.0060,0.8214,-0.1788,-0.9435,110.4588,-0.0017,-0.0083,-0.2912
32479144,-0.3257,-0.3740,-0.3167,0.5703,0.0059,-0.0060,0.8214,-0.1791,-0.9441,110.4577,0.0131,0.0089,-0.2744
32479311,-0.2464,-0.3157,-0.3203,0.5703,0.0059,-0.0060,0.8214,-0.1781,-0.9437,110.4560,0.0123,-0.0041,-0.3058
32479477,-0.2866,-0.2848,-0.2582,0.5703,0.0059,-0.0060,0.8214,-0.1778,-0.9428,110.4568,0.0006,-0.0177,-0.2960
32479644,-0.3794,-0.2848,-0.3473,0.5703,0.0059,-0.0060,0.8214,-0.1790,-0.9418,110.4555,-0.0112,-0.0226,-0.3026
32479811,-0.2051,-0.3840,-0.3264,0.5703,0.0059,-0.0060,0.8214,-0.1773,-0.9426,110.4551,-0.0018,0.0081,-0.2738
32479977,-0.2893,-0.3118,-0.2862,0.5703,0.0059,-0.0060,0.8214,-0.1770,-0.9421,110.4554,0.0107,0.0347,-0.2918
32480144,-0.3500,-0.3516,-0.2738,0.5703,0.0059,-0.0060,0.8214,-0.1777,-0.9423,110.4556,0.0064,0.0229,-0.2810
32480311,-0.3271,-0.1443,-0.3020,0.5703,0.0058,-0.0059,0.8214,-0.1781,-0.9390,110.4559,-0.0191,0.0022,-0.2894
32480477,-0.3468,-0.3779,-0.2540,0.5703,0.0058,-0.0060,0.8214,-0.1787,-0.9396,110.4570,-0.0160,-0.0353,-0.3016
32480644,-0.3697,-0.2869,-0.3187,0.5703,0.0058,-0.0060,0.8214,-0.1798,-0.9387,110.4554,0.0036,-0.0147,-0.2827
32480811,-0.3127,-0.3763,-0.2416,0.5703,0.0058,-0.0060,0.8214,-0.1799,-0.9393,110.4554,0.0214,0.0283,-0.2857
32480977,-0.3288,-0.3682,-0.2426,0.5703,0.0058,-0.0060,0.8214,-0.1802,-0.9398,110.4557,0.0066,0.0061,-0.2859
32481144,-0.2918,-0.3122,-0.3838,0.5703,0.0058,-0.0060,0.8214,-0.1799,-0.9394,110.4537,-0.0085,-0.0088,-0.3005
32481311,-0.2945,-0.3244,-0.2182,0.5703,0.0058,-0.0060,0.8214,-0.1798,-0.9391,110.4557,-0.0093,-0.0157,-0.3062
32481477,-0.2620,-0.3043,-0.2553,0.5703,0.0058,-0.0060,0.8214,-0.1790,-0.9385,110.4558,0.0083,-0.0175,-0.3026
32481644,-0.2732,-0.3309,-0.3142,0.5703,0.0058,-0.0059,0.8214,-0.1784,-0.9383,110.4543,0.0045,0.0193,-0.2962
32481811,-0.3107,-0.2939,-0.3033,0.5703,0.0058,-0.0059,0.8214,-0.1785,-0.9375,110.4528,-0.0144,-0.0274,-0.3063
32481977,-0.3390,-0.3415,-0.2710,0.5703,0.0058,-0.0059,0.8214,-0.1790,-0.9376,110.4512,-0.0222,-0.0111,-0.2947
32482144,-0.2992,-0.3751,-0.2953,0.5703,0.0058,-0.0060,0.8214,-0.1788,-0.9381,110.4516,-0.0156,0.0426,-0.2811
32482311,-0.3741,-0.3334,-0.3391,0.5704,0.0058,-0.0060,0.8213,-0.1799,-0.9380,110.4467,0.0088,0.0183,-0.2931
32482477,-0.3298,-0.3082,-0.2389,0.5704,0.0058,-0.0060,0.8214,-0.1803,-0.9375,110.4491,0.0110,0.0070,-0.3079
32482644,-0.3708,-0.3250,-0.2786,0.5704,0.0058,-0.0060,0.8214,-0.1813,-0.9372,110.4482,-0.0114,-0.0206,-0.3170
32482811,-0.3168,-0.2637,-0.2104,0.5703,0.0058,-0.0060,0.8214,-0.1815,-0.9360,110.4534,-0.0220,-0.0274,-0.2880
32482977,-0.2987,-0.3141,-0.3301,0.5703,0.0058,-0.0060,0.8214,-0.1813,-0.9355,110.4530,-0.0002,0.0044,-0.3016
32483144,-0.3388,-0.3307,-0.3019,0.5703,0.0058,-0.0060,0.8214,-0.1818,-0.9354,110.4526,0.0257,-0.0152,-0.2889
32483311,-0.2685,-0.2984,-0.2596,0.5703,0.0058,-0.0060,0.8214,-0.1811,-0.9347,110.4514,0.0064,-0.0127,-0.2804
32483477,-0.2944,-0.3216,-0.2582,0.5703,0.0058,-0.0059,0.8214,-0.1809,-0.9343,110.4526,-0.0423,-0.0104,-0.2960
32483644,-0.3390,-0.3472,-0.2713,0.5703,0.0058,-0.0060,0.8214,-0.1814,-0.9345,110.4528,-0.0089,-0.0045,-0.3016
32483811,-0.2741,-0.4172,-0.3478,0.5703,0.0058,-0.0060,0.8214,-0.1808,-0.9357,110.4501,0.0135,0.0070,-0.2924
32483977,-0.3262,-0.2915,-0.2480,0.5703,0.0058,-0.0060,0.8214,-0.1810,-0.9349,110.4498,0.0392,-0.0048,-0.3098
32484144,-0.3336,-0.3844,-0.2363,0.5703,0.0058,-0.0060,0.8214,-0.1815,-0.9356,110.4501,-0.0095,-0.0055,-0.2833
32484311,-0.2696,-0.3504,-0.2583,0.5704,0.0058,-0.0060,0.8214,-0.1808,-0.9358,110.4479,-0.0372,0.0165,-0.2805
32484477,-0.3136,-0.3355,-0.2322,0.5704,0.0058,-0.0060,0.8214,-0.1809,-0.9357,110.4490,-0.0152,0.0221,-0.2919
32484644,-0.2279,-0.2474,-0.2914,0.5704,0.0058,-0.0059,0.8213,-0.1795,-0.9342,110.4465,0.0283,-0.0018,-0.2737
32484811,-0.3557,-0.2661,-0.1977,0.5704,0.0058,-0.0059,0.8214,-0.1803,-0.9329,110.4477,0.0087,0.0045,-0.3056
32484977,-0.3627,-0.2450,-0.2889,0.5704,0.0058,-0.0059,0.8214,-0.1812,-0.9313,110.4477,-0.0162,-0.0043,-0.2400
32485144,-0.2853,-0.3514,-0.3173,0.5704,0.0058,-0.0059,0.8213,-0.1808,-0.9315,110.4468,-0.0125,-0.0229,-0.2862
32485311,-0.4107,-0.2922,-0.3227,0.5704,0.0058,-0.0059,0.8214,-0.1825,-0.9307,110.4481,0.0105,0.0011,-0.2988
32485477,-0.3529,-0.2811,-0.2824,0.5704,0.0058,-0.0059,0.8214,-0.1832,-0.9297,110.4485,0.0233,0.0170,-0.2713
32485644,-0.2579,-0.3566,-0.3056,0.5704,0.0058,-0.0059,0.8214,-0.1823,-0.9300,110.4486,-0.0023,0.0222,-0.2913
32485811,-0.2604,-0.3222,-0.2529,0.5704,0.0058,-0.0059,0.8214,-0.1815,-0.9297,110.4484,-0.0194,-0.0100,-0.3037
32485977,-0.2428,-0.3777,-0.3221,0.5704,0.0058,-0.0059,0.8213,-0.1804,-0.9303,110.4464,-0.0174,-0.0404,-0.3113
32486144,-0.2886,-0.4234,-0.3154,0.5704,0.0058,-0.0059,0.8213,-0.1800,-0.9317,110.4447,0.0016,0.0065,-0.2799
32486311,-0.3056,-0.3933,-0.2143,0.5704,0.0058,-0.0059,0.8213,-0.1800,-0.9326,110.4424,0.0039,0.0404,-0.2782
32486477,-0.3045,-0.3416,-0.2266,0.5704,0.0058,-0.0059,0.8213,-0.1799,-0.9326,110.4425,0.0215,0.0241,-0.2555
32486644,-0.4094,-0.2238,-0.2163,0.5704,0.0058,-0.0059,0.8213,-0.1816,-0.9307,110.4426,0.0104,0.0049,-0.2830
32486811,-0.2690,-0.3520,-0.2911,0.5704,0.0058,-0.0059,0.8213,-0.1809,-0.9309,110.4430,-0.0072,-0.0062,-0.2957
32486977,-0.2182,-0.3197,-0.2765,0.5704,0.0058,-0.0059,0.8213,-0.1794,-0.9305,110.4431,-0.0119,0.0028,-0.2847
