DeviceTag: Xsens DOT13,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 1,StartTime: 2026-05-07 16:06:53.931,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
11290529,10.9958,5.2634,8.4859,0.6451,-0.3650,-0.2815,0.6094,-54.7600,4.6825,84.3061,0.2115,-0.1457,-0.3885
11290695,54.1795,10.3862,-8.0571,0.6491,-0.3605,-0.2760,0.6103,-53.8702,4.6828,84.0842,-0.7273,-0.1710,-0.9846
11290862,96.1212,25.1361,-2.5629,0.6554,-0.3536,-0.2652,0.6125,-52.2936,4.9087,83.7203,-0.9148,0.0364,-0.7685
11291029,154.6834,32.4067,-3.1047,0.6647,-0.3415,-0.2483,0.6164,-49.7507,5.2166,83.2643,-0.7215,0.1471,-0.0476
11291195,219.4252,33.4595,-15.3979,0.6778,-0.3226,-0.2260,0.6209,-46.1431,5.4081,82.6746,-1.1515,0.2183,0.2780
11291362,204.1654,3.1109,5.0192,0.6867,-0.3028,-0.2068,0.6277,-42.7331,5.5123,82.6973,-0.4694,0.3410,0.3558
11291529,167.8699,-14.0353,5.8755,0.6929,-0.2848,-0.1925,0.6338,-39.9084,5.4099,82.9260,0.7496,-0.3206,0.3986
11291695,144.2623,-13.5031,3.7119,0.6980,-0.2691,-0.1803,0.6386,-37.4813,5.2815,83.1159,0.6807,-0.3410,0.2629
11291862,126.0618,-9.6246,-0.5762,0.7026,-0.2554,-0.1694,0.6422,-35.3671,5.1554,83.2042,0.3782,-0.2193,0.0527
11292029,130.4930,-11.3244,-8.3844,0.7079,-0.2407,-0.1586,0.6448,-33.1880,4.9293,83.1957,-0.0514,0.0839,0.1046
11292195,136.0763,-19.3499,-7.3960,0.7127,-0.2247,-0.1480,0.6478,-30.9093,4.5992,83.2637,0.2362,0.0841,0.3885
11292362,149.8476,-20.0913,-15.2654,0.7184,-0.2069,-0.1363,0.6500,-28.4109,4.1908,83.2095,0.7894,0.0038,0.7152
11292529,162.7179,-21.7568,-12.2272,0.7238,-0.1876,-0.1235,0.6524,-25.6950,3.7837,83.1947,0.7234,-0.6053,-0.0239
11292695,136.6960,-20.8190,23.8488,0.7248,-0.1716,-0.1119,0.6578,-23.3787,3.6414,83.7037,-0.2835,-0.5817,-0.8350
11292862,134.1814,-14.7658,24.8541,0.7253,-0.1564,-0.0999,0.6629,-21.1071,3.5787,84.1837,-0.0235,-0.5232,-0.8396
11293029,144.4987,-11.0501,21.0409,0.7262,-0.1404,-0.0866,0.6674,-18.6692,3.5330,84.5797,-0.3555,0.0399,-0.0425
11293195,159.5189,-15.3560,15.2998,0.7276,-0.1222,-0.0723,0.6711,-15.9860,3.3727,84.9031,-0.1705,0.3133,0.6619
11293362,151.9029,-19.4787,20.0311,0.7279,-0.1044,-0.0591,0.6751,-13.4260,3.1514,85.3126,0.1621,0.0241,0.1605
11293529,154.3002,-20.1307,24.0000,0.7275,-0.0863,-0.0456,0.6791,-10.8246,2.9151,85.7787,0.5674,-0.2799,-0.1873
11293695,145.2707,-15.3216,32.5327,0.7258,-0.0696,-0.0324,0.6836,-8.3696,2.7613,86.3609,0.5285,-0.2813,-0.3985
11293862,139.4628,-16.7595,33.4696,0.7237,-0.0534,-0.0199,0.6878,-6.0126,2.5614,86.9544,0.2407,0.0571,0.1290
11294029,126.6226,-20.4598,35.4297,0.7209,-0.0381,-0.0090,0.6920,-3.8709,2.2797,87.5775,-0.0915,0.0567,0.0648
11294195,140.0986,-26.4041,30.2323,0.7184,-0.0208,0.0026,0.6953,-1.5117,1.8708,88.1069,0.3124,0.0100,-0.1488
11294362,151.2431,-31.5685,18.8972,0.7167,-0.0018,0.0147,0.6972,1.0231,1.3528,88.4296,0.9507,-0.0072,-0.2713
11294529,152.7643,-31.4103,8.7735,0.7157,0.0173,0.0270,0.6976,3.5767,0.8304,88.5604,1.1530,-0.2236,-0.9428
11294696,128.1867,-28.1359,3.7185,0.7150,0.0335,0.0371,0.6974,5.7184,0.3643,88.5902,0.8298,-0.0146,-0.9332
11294862,103.5774,-26.6270,4.5599,0.7140,0.0470,0.0449,0.6971,7.4497,-0.0792,88.6209,-0.1129,0.2140,-0.7346
11295029,111.2332,-30.7440,3.1669,0.7130,0.0616,0.0530,0.6964,9.3086,-0.5879,88.6049,-0.4625,0.4511,-0.2313
11295196,128.1884,-37.3732,-4.1905,0.7124,0.0787,0.0622,0.6946,11.4527,-1.1823,88.4305,-0.1373,0.1610,-0.3732
11295362,141.1575,-40.9175,-18.2265,0.7128,0.0972,0.0725,0.6908,13.8217,-1.7759,87.9916,0.3930,0.0804,-0.7736
11295529,129.2055,-37.5981,-19.3255,0.7131,0.1142,0.0819,0.6868,15.9966,-2.2934,87.5258,-0.0013,-0.0134,-1.2386
11295696,126.1392,-35.0994,-18.2876,0.7131,0.1305,0.0912,0.6827,18.1240,-2.7584,87.0696,0.2833,0.2096,-0.7548
11295862,117.3083,-37.5822,-18.6400,0.7131,0.1461,0.0994,0.6785,20.1098,-3.2439,86.5776,0.1110,0.2547,-0.4478
11296029,110.4169,-42.1275,-19.9788,0.7131,0.1614,0.1064,0.6738,21.9891,-3.7753,86.0211,-0.1789,0.0191,-0.3450
11296196,102.9407,-48.3676,-26.7961,0.7139,0.1764,0.1121,0.6683,23.7607,-4.3404,85.3022,-0.1894,-0.0465,-0.0671
11296362,107.1740,-59.6743,-44.2974,0.7163,0.1926,0.1175,0.6603,25.6394,-4.9316,84.2201,0.1079,-0.0103,0.2982
11296529,120.9295,-69.0073,-71.4019,0.7207,0.2105,0.1240,0.6487,27.8023,-5.4203,82.6415,-0.6393,-0.3379,-0.1877
11296696,147.9839,-54.2381,-84.0971,0.7248,0.2296,0.1349,0.6354,30.4326,-5.5249,80.9777,-1.1756,-0.1463,-0.4742
11296862,137.1984,-37.7329,-53.5653,0.7257,0.2464,0.1454,0.6257,32.8295,-5.5893,79.8909,0.1541,-0.0679,-0.5987
11297029,107.0206,-33.2029,-30.7235,0.7252,0.2601,0.1527,0.6190,34.6902,-5.7623,79.1624,0.7629,0.0161,-0.5498
11297196,92.1238,-35.3460,-25.9066,0.7247,0.2723,0.1583,0.6128,36.3011,-5.9889,78.4735,0.3378,0.1245,-0.2997
11297362,90.0515,-36.1876,-21.5287,0.7238,0.2845,0.1634,0.6070,37.8757,-6.2516,77.8283,-1.1249,-0.0420,-0.4160
11297529,102.4653,-35.1443,-23.0020,0.7222,0.2979,0.1698,0.6007,39.6617,-6.4665,77.1670,-0.6677,0.0608,-0.2809
11297696,123.3135,-44.4943,-30.6350,0.7205,0.3139,0.1772,0.5924,41.8214,-6.6936,76.2990,-0.3631,-0.0564,-0.3019
11297862,142.9039,-40.7733,-39.7971,0.7182,0.3313,0.1871,0.5826,44.3189,-6.7360,75.3525,-0.7477,0.0244,-0.0201
11298029,114.8953,-30.4266,-18.4576,0.7149,0.3453,0.1945,0.5761,46.3067,-6.8731,74.7803,0.1064,0.0411,-0.6597
11298196,97.7945,-23.1137,-5.3631,0.7110,0.3572,0.2006,0.5716,47.9825,-7.0690,74.4432,-0.5140,0.0023,-0.7249
11298362,78.2952,-15.2769,4.4929,0.7069,0.3667,0.2054,0.5689,49.3092,-7.2932,74.3091,-0.3382,0.1238,-0.6249
11298529,52.1090,-11.8659,10.7370,0.7035,0.3734,0.2079,0.5679,50.1862,-7.5574,74.2823,-0.1129,0.0586,-0.2429
11298696,56.7539,-16.2794,9.1409,0.7000,0.3808,0.2105,0.5662,51.1513,-7.8472,74.1766,-0.3558,-0.1033,0.1300
11298862,63.7167,-18.7388,9.7155,0.6962,0.3891,0.2133,0.5643,52.2374,-8.1681,74.0392,-0.5097,-0.1398,0.1223
11299029,88.0915,-21.3574,3.6908,0.6915,0.3999,0.2182,0.5607,53.7455,-8.4318,73.7981,-0.5445,-0.1276,-0.1018
11299196,91.9399,-21.3000,8.2992,0.6860,0.4111,0.2231,0.5574,55.3131,-8.7510,73.5956,0.1400,0.0412,-0.1019
11299362,75.0809,-18.3077,16.0170,0.6807,0.4206,0.2264,0.5554,56.5845,-9.1438,73.4997,-0.2957,0.0467,-0.6710
11299529,76.4637,-15.3613,23.9693,0.6745,0.4301,0.2297,0.5544,57.8623,-9.6193,73.5095,-0.5039,0.1700,-0.4750
11299696,79.1679,-16.9046,24.9073,0.6680,0.4401,0.2329,0.5531,59.1895,-10.1216,73.4943,-0.7228,0.1410,0.0924
11299862,70.7860,-16.4783,24.1927,0.6619,0.4491,0.2354,0.5520,60.3791,-10.6096,73.4680,-0.8613,0.1055,-0.2002
11300029,60.3478,-15.1519,13.6013,0.6573,0.4566,0.2380,0.5503,61.4094,-10.9320,73.3643,-0.4607,0.1953,-0.4596
11300196,24.7408,-14.6319,10.7643,0.6553,0.4605,0.2379,0.5495,61.8505,-11.2074,73.2411,-0.3683,0.2193,-0.3781
11300362,12.4793,-13.8582,8.7523,0.6542,0.4631,0.2370,0.5491,62.0891,-11.4464,73.1118,-0.7564,0.1292,-0.0405
11300529,18.1352,-13.9732,6.5034,0.6528,0.4661,0.2367,0.5482,62.4265,-11.6524,72.9615,-0.8075,0.1211,0.1943
11300696,36.0319,-13.0149,1.3857,0.6507,0.4707,0.2383,0.5462,63.0683,-11.7741,72.7840,-0.7937,-0.0181,-0.0330
11300862,65.6407,-11.3724,-8.1182,0.6471,0.4775,0.2430,0.5424,64.2136,-11.7389,72.5578,-0.0847,0.0176,-0.1057
11301029,71.9512,-6.8446,-21.3035,0.6439,0.4840,0.2496,0.5374,65.4685,-11.4682,72.3068,-0.1886,0.1460,-0.1916
11301196,37.5543,-5.3797,-10.5010,0.6422,0.4876,0.2528,0.5347,66.1289,-11.3475,72.1587,0.5559,0.4011,-0.2821
11301362,9.6192,-2.9814,0.5540,0.6416,0.4887,0.2532,0.5342,66.3011,-11.3783,72.1246,0.2694,0.3480,-0.4610
11301529,-0.9802,1.9812,5.5247,0.6411,0.4887,0.2530,0.5350,66.2747,-11.4517,72.2017,-0.3374,0.3327,-0.5125
11301696,6.4819,7.7006,2.4615,0.6401,0.4888,0.2541,0.5356,66.3591,-11.4400,72.3469,-0.2460,0.3437,-0.4302
11301862,-3.1649,12.3170,1.3411,0.6397,0.4876,0.2549,0.5367,66.2701,-11.3804,72.5564,0.3031,0.2732,-0.0887
11302029,-11.4524,10.6448,1.2475,0.6399,0.4858,0.2550,0.5381,66.0484,-11.3300,72.7389,-0.0450,0.1201,0.1026
11302196,-12.2906,8.2875,2.2221,0.6402,0.4841,0.2546,0.5394,65.8188,-11.3098,72.8914,-0.0348,0.1630,-0.2069
11302362,-10.8793,7.4712,1.0917,0.6406,0.4825,0.2544,0.5404,65.6169,-11.2774,73.0233,-0.3971,0.2256,-0.3878
11302529,-17.7311,11.6896,-0.5399,0.6414,0.4799,0.2542,0.5419,65.2905,-11.1906,73.2087,-0.5740,0.2773,-0.3041
11302696,-24.5552,17.5703,-4.7020,0.6427,0.4761,0.2543,0.5437,64.8392,-10.9982,73.4542,-0.5658,0.2913,-0.3115
11302862,-28.4204,15.8899,-4.0349,0.6444,0.4720,0.2538,0.5455,64.3285,-10.8259,73.6769,0.0900,0.1568,0.1906
11303029,-40.9311,10.8794,3.6744,0.6464,0.4675,0.2514,0.5481,63.6137,-10.8034,73.8787,-0.1557,0.0840,0.1989
11303196,-55.8376,8.8755,9.1370,0.6491,0.4618,0.2472,0.5516,62.6483,-10.8743,74.0917,-0.2493,0.1461,0.0951
11303362,-67.0126,9.8237,11.3373,0.6522,0.4551,0.2420,0.5558,61.4900,-10.9663,74.3378,-0.3347,0.2312,-0.0140
11303529,-98.3422,10.0529,14.7465,0.6570,0.4455,0.2341,0.5613,59.8025,-11.1000,74.6180,0.0505,0.2171,0.2003
11303696,-121.6609,6.7031,19.5310,0.6629,0.4339,0.2235,0.5677,57.7260,-11.3216,74.8961,-0.1077,0.0229,0.2468
11303862,-144.1556,6.1416,30.8916,0.6691,0.4204,0.2102,0.5757,55.2516,-11.6953,75.2820,-0.0731,0.0115,0.2736
11304029,-168.2710,6.0499,36.5111,0.6759,0.4045,0.1945,0.5846,52.3575,-12.1273,75.7412,-0.4146,0.1193,-0.0249
11304196,-150.6736,7.6288,30.5050,0.6817,0.3898,0.1806,0.5922,49.7584,-12.4430,76.1783,-0.9654,0.0480,-0.6012
11304362,-139.8826,13.9117,29.3044,0.6865,0.3754,0.1683,0.5995,47.3197,-12.6552,76.6964,-0.7282,0.1312,-0.4351
11304529,-105.6176,17.0722,22.5010,0.6898,0.3639,0.1596,0.6052,45.4581,-12.7299,77.1815,-1.0679,0.0095,-0.6337
11304696,-84.5446,20.4337,19.8693,0.6919,0.3541,0.1532,0.6103,43.9451,-12.7199,77.6771,-0.3951,0.0383,-0.2386
11304862,-83.7270,20.5314,17.9937,0.6940,0.3442,0.1469,0.6150,42.4511,-12.6747,78.1501,-0.3246,0.0860,-0.3932
11305029,-90.7523,23.3934,16.2739,0.6965,0.3333,0.1404,0.6198,40.8386,-12.5623,78.6320,-0.6494,0.1267,-0.6226
11305196,-106.4173,23.8958,12.8262,0.6999,0.3206,0.1326,0.6243,38.9756,-12.3923,79.0703,-0.5296,0.1989,-0.6563
11305362,-96.1513,26.2536,13.7037,0.7025,0.3086,0.1260,0.6288,37.2786,-12.1873,79.5392,-0.7193,-0.0006,-0.1382
11305529,-71.7626,24.8678,18.4731,0.7035,0.2993,0.1212,0.6331,35.9801,-12.0364,80.0534,0.0919,-0.1278,0.3845
11305696,-75.0330,20.3222,24.3527,0.7040,0.2902,0.1153,0.6378,34.6210,-11.9923,80.6006,0.2186,-0.0860,0.2919
11305862,-92.9592,18.8254,26.7865,0.7050,0.2794,0.1076,0.6429,32.9595,-11.9773,81.1667,-0.0981,-0.0630,-0.1157
11306029,-110.9105,23.8997,32.0486,0.7060,0.2662,0.0984,0.6488,30.9741,-11.9195,81.8537,-0.1933,0.1148,-0.5620
11306196,-132.0065,26.2007,36.8276,0.7071,0.2507,0.0872,0.6554,28.6199,-11.8425,82.6279,0.0508,0.1375,-0.1913
11306362,-132.3017,23.0553,32.3385,0.7083,0.2352,0.0758,0.6612,26.2817,-11.7467,83.3055,0.0186,-0.0716,-0.4113
11306529,-109.1590,19.0703,30.2029,0.7088,0.2224,0.0663,0.6661,24.3436,-11.6709,83.9169,-0.4054,-0.1857,0.2942
11306696,-79.0326,18.5715,26.3432,0.7085,0.2127,0.0598,0.6702,22.9221,-11.5595,84.4621,-0.0248,-0.1108,-0.1578
11306862,-66.2271,19.8787,26.3648,0.7078,0.2042,0.0546,0.6741,21.7139,-11.4158,85.0130,-0.0418,-0.0955,-0.2936
11307029,-54.6543,24.7677,22.1213,0.7069,0.1963,0.0512,0.6776,20.7085,-11.1602,85.5234,0.1851,0.0591,-0.6483
11307196,-52.8773,27.8889,15.7309,0.7066,0.1882,0.0485,0.6804,19.7522,-10.8104,85.9453,0.5419,0.1575,-0.7880
11307362,-65.8161,28.2608,12.2636,0.7069,0.1787,0.0446,0.6829,18.5941,-10.4282,86.3065,0.4226,0.1384,-0.6714
11307529,-70.6987,31.0648,11.2606,0.7074,0.1684,0.0406,0.6853,17.3589,-9.9891,86.6576,0.0740,0.0878,-0.3193
11307696,-56.1828,29.8178,13.2321,0.7072,0.1597,0.0378,0.6877,16.3654,-9.5727,87.0253,-0.3110,-0.0515,-0.2994
11307862,11.0933,26.2090,15.1262,0.7052,0.1583,0.0413,0.6899,16.4940,-9.2202,87.4029,-0.7912,-0.1217,-0.6958
11308029,29.4314,25.4050,10.9900,0.7032,0.1589,0.0466,0.6914,16.9416,-8.8626,87.7111,-0.2882,0.1074,-0.2923
11308196,-3.8223,25.9223,11.9644,0.7019,0.1559,0.0487,0.6933,16.8339,-8.5024,88.0383,0.8189,0.2579,0.7437
11308362,-43.6166,15.7872,5.6172,0.7021,0.1499,0.0459,0.6946,16.0870,-8.2718,88.2116,0.7777,0.3543,-0.0345
11308529,-76.6762,12.4669,1.2890,0.7035,0.1408,0.0394,0.6955,14.8025,-8.0724,88.2955,0.1230,0.2544,-0.7445
11308696,-85.1409,2.8494,-6.2646,0.7058,0.1318,0.0313,0.6954,13.4005,-7.9959,88.2119,-0.7730,0.1766,-0.8395
11308862,-40.3340,13.8663,-9.6733,0.7074,0.1262,0.0289,0.6949,12.7472,-7.7291,88.1130,-0.6241,0.0699,-0.8090
11309029,11.2987,13.1916,-14.7062,0.7086,0.1259,0.0317,0.6936,12.9654,-7.4550,87.9282,-0.2469,-0.0004,0.4290
11309196,14.9156,7.1362,-13.8053,0.7096,0.1267,0.0343,0.6923,13.2440,-7.2819,87.7362,0.2880,0.0395,0.4866
11309362,-1.3018,5.0511,-6.1833,0.7102,0.1260,0.0348,0.6918,13.2371,-7.1712,87.6615,0.5925,0.0625,-0.4118
11309529,-24.3713,-40.0033,48.1658,0.7059,0.1277,0.0274,0.6961,12.7512,-7.9962,88.3062,0.2457,0.2019,0.6248
11309696,-67.9476,-46.7239,31.0870,0.7041,0.1256,0.0153,0.6987,11.5724,-8.8613,88.6592,-0.2105,-0.0644,0.8020
11309862,-73.5235,-85.9136,21.2635,0.7034,0.1268,-0.0013,0.6994,10.3383,-10.3291,88.7428,-0.7455,-0.1407,-0.2166
11310029,-17.8346,-61.5801,-6.6608,0.7043,0.1313,-0.0093,0.6976,10.1009,-11.3140,88.4528,0.3445,0.1116,-1.4143
11310196,-3.0241,-42.2831,-8.5830,0.7051,0.1352,-0.0137,0.6960,10.1091,-11.9772,88.1894,-0.0467,-0.0085,0.0139
11310362,-22.4494,-45.4046,-1.2827,0.7055,0.1375,-0.0205,0.6949,9.7721,-12.7134,88.0407,-0.0737,-0.0377,0.2414
11310529,-28.7105,-51.7551,5.6061,0.7053,0.1398,-0.0288,0.6944,9.3094,-13.5740,87.9952,-0.3137,-0.0295,-0.2649
11310696,-33.7819,-75.1550,12.9992,0.7043,0.1438,-0.0401,0.6940,8.7457,-14.8394,88.0198,-0.8279,-0.0588,0.4053
11310862,-22.2664,-74.0734,15.9958,0.7026,0.1489,-0.0502,0.6940,8.3561,-16.0942,88.1095,0.3855,0.3160,-1.7893
11311029,-29.9318,-40.3691,4.7062,0.7024,0.1499,-0.0574,0.6934,7.8659,-16.7657,88.0980,0.1659,0.2455,-0.6139
11311196,-43.5898,-38.8189,3.8552,0.7026,0.1493,-0.0657,0.6926,7.1493,-17.4097,88.0828,0.5553,0.1147,0.1866
11311363,-61.4325,-41.7293,5.0338,0.7030,0.1472,-0.0762,0.6916,6.1278,-18.1044,88.0923,-0.2236,-0.1883,-0.0678
11311529,-50.6335,-43.1950,-6.8986,0.7042,0.1464,-0.0855,0.6895,5.3495,-18.8033,87.9023,0.0027,-0.0324,-0.8047
11311696,-37.9541,-44.7913,-11.9437,0.7056,0.1471,-0.0936,0.6868,4.8121,-19.5232,87.6287,0.1720,0.0128,-0.6588
11311863,-23.5101,-42.4341,-9.2926,0.7064,0.1491,-0.1000,0.6847,4.5001,-20.2094,87.4098,0.3702,0.2108,-0.1691
11312029,-37.3998,-46.9309,-1.3447,0.7066,0.1499,-0.1085,0.6830,3.9099,-20.9818,87.3310,-0.1190,-0.1528,0.6041
11312196,-36.6363,-58.8257,-4.5754,0.7068,0.1520,-0.1180,0.6807,3.3567,-21.9492,87.1887,0.1246,-0.0439,-0.4533
11312363,-24.1102,-61.0891,-4.7502,0.7067,0.1557,-0.1265,0.6784,3.0139,-22.9552,87.0483,0.1071,-0.0243,0.3404
11312529,-49.0513,-69.1041,4.5631,0.7060,0.1573,-0.1385,0.6764,2.1889,-24.1029,87.0804,-0.2975,-0.1448,0.9954
11312696,-62.0718,-82.1884,10.3829,0.7047,0.1588,-0.1532,0.6744,1.0954,-25.4707,87.2338,0.0882,0.0307,-0.0642
11312863,-37.0912,-84.4869,-3.0108,0.7038,0.1633,-0.1653,0.6713,0.5142,-26.8715,87.1620,0.2785,0.1174,-0.5680
11313029,-24.6697,-94.2849,-8.2682,0.7029,0.1702,-0.1771,0.6676,0.1828,-28.4356,87.0018,0.1157,0.0399,-0.6123
11313196,1.4524,-78.1161,-0.2437,0.7008,0.1779,-0.1849,0.6657,0.2141,-29.7310,86.9982,0.3950,0.0761,-0.4112
11313363,4.4119,-99.3951,15.3558,0.6964,0.1875,-0.1949,0.6647,0.1417,-31.3819,87.2958,0.2771,0.1667,0.0326
11313529,21.0038,-105.8340,19.3116,0.6908,0.1993,-0.2040,0.6644,0.2948,-33.1405,87.6749,0.5277,0.1965,-0.5870
11313696,42.9620,-121.2086,20.2438,0.6839,0.2147,-0.2125,0.6641,0.7967,-35.1573,88.0660,-0.4316,0.0410,0.2413
11313863,5.6249,-84.5310,17.3199,0.6793,0.2228,-0.2208,0.6634,0.6964,-36.5634,88.4063,-0.2087,0.2825,-0.4955
11314029,-8.1389,-77.1992,4.8287,0.6766,0.2293,-0.2293,0.6611,0.5112,-37.8444,88.4972,-0.5700,0.1171,-0.9538
11314196,-34.9869,-79.9688,-7.5992,0.6757,0.2338,-0.2402,0.6565,0.0349,-39.1701,88.3342,0.0384,0.6363,-1.7830
11314363,-52.5505,-57.4708,2.5492,0.6752,0.2340,-0.2509,0.6530,-0.8811,-40.1211,88.4055,-0.1639,0.6346,-2.0075
11314529,-54.9454,-54.4890,10.6635,0.6740,0.2333,-0.2618,0.6502,-1.9675,-41.0180,88.6761,0.0211,0.5177,-1.0926
11314696,-41.0114,-79.4581,16.2985,0.6707,0.2362,-0.2739,0.6475,-2.9423,-42.3227,89.1222,-0.3795,0.0903,0.3581
11314863,-27.5066,-74.9616,29.0886,0.6659,0.2393,-0.2848,0.6467,-3.9198,-43.5341,89.8920,0.0483,0.4331,-0.3086
11315029,-10.5426,-78.3912,28.9369,0.6602,0.2445,-0.2943,0.6464,-4.6569,-44.7942,90.7055,-0.5266,-0.2017,0.8810
11315196,-27.6713,-78.3281,40.2568,0.6540,0.2474,-0.3057,0.6463,-5.9174,-46.0254,91.8353,-0.5819,-0.2770,0.3794
11315363,-23.5548,-61.3339,21.9855,0.6500,0.2499,-0.3145,0.6451,-6.8128,-46.9937,92.5358,-0.0303,0.0221,0.5732
11315529,-26.0726,-53.9325,19.3667,0.6466,0.2516,-0.3227,0.6438,-7.7190,-47.8375,93.1837,0.1414,0.1377,0.7006
11315696,-18.1159,-41.4161,20.5112,0.6433,0.2528,-0.3290,0.6434,-8.5071,-48.4655,93.8435,0.4081,0.3156,-0.2036
11315863,-9.0196,-33.0039,17.9919,0.6404,0.2541,-0.3335,0.6435,-9.0902,-48.9560,94.4267,0.2322,0.4208,-0.2322
11316029,-0.7893,-27.3123,23.2957,0.6369,0.2555,-0.3369,0.6447,-9.6315,-49.3348,95.1320,0.3932,0.4434,-0.2236
11316196,6.4207,-29.4931,25.1435,0.6328,0.2576,-0.3399,0.6463,-10.1069,-49.7401,95.9045,0.1546,0.2040,0.3386
11316363,9.6341,-31.9540,19.7755,0.6290,0.2605,-0.3426,0.6474,-10.4451,-50.1981,96.5629,0.1981,0.1038,0.2687
11316529,20.2683,-37.5312,13.2635,0.6250,0.2652,-0.3446,0.6483,-10.5083,-50.7657,97.0898,0.0421,0.0524,0.4246
11316696,22.1298,-46.4917,10.3747,0.6208,0.2710,-0.3471,0.6486,-10.5256,-51.4887,97.5927,0.1405,0.1551,0.3515
11316863,23.2936,-34.0912,1.8103,0.6180,0.2762,-0.3480,0.6486,-10.3053,-52.0348,97.8133,0.3259,0.4151,-0.6329
11317029,30.2824,-15.0173,-13.5021,0.6172,0.2810,-0.3459,0.6484,-9.5709,-52.3130,97.5291,0.2064,0.3148,-0.2411
11317196,30.6194,-14.3654,-20.9271,0.6172,0.2861,-0.3434,0.6475,-8.6621,-52.5975,97.0334,0.1918,0.2275,0.3294
11317363,29.8937,-17.4399,-18.3684,0.6168,0.2913,-0.3413,0.6467,-7.8207,-52.9220,96.6089,0.1873,0.1936,0.3448
11317529,31.9693,-22.9351,-13.5692,0.6155,0.2970,-0.3397,0.6461,-7.0556,-53.3233,96.3253,0.1785,0.2380,-0.1990
11317696,23.5536,-22.9494,-3.4154,0.6137,0.3014,-0.3393,0.6461,-6.6493,-53.7029,96.3148,-0.0203,0.2025,0.2089
11317863,15.2904,-20.4214,3.3329,0.6117,0.3045,-0.3398,0.6463,-6.5246,-54.0277,96.4825,0.0042,0.3335,-0.2514
11318029,-53.0662,89.0753,14.4858,0.6169,0.2906,-0.3374,0.6489,-7.4884,-52.5178,96.5881,-0.2755,0.9096,-1.0243
11318196,-15.5168,41.2453,1.8290,0.6194,0.2852,-0.3352,0.6501,-7.6697,-51.8254,96.4969,0.4310,0.0843,0.5948
11318363,-14.9852,35.0815,0.2552,0.6217,0.2805,-0.3334,0.6509,-7.8260,-51.2385,96.3843,0.0972,0.1990,-0.2351
11318529,14.5564,10.3230,-8.2963,0.6224,0.2812,-0.3307,0.6513,-7.3852,-51.0793,96.1367,0.0810,0.3809,-0.2610
11318696,-4.2409,36.2585,-5.4751,0.6248,0.2777,-0.3276,0.6521,-7.2510,-50.4846,95.8791,-0.4094,0.1868,-0.4228
11318863,1.9210,31.7821,-9.5243,0.6271,0.2752,-0.3241,0.6527,-6.9513,-49.9717,95.5378,-0.2906,-0.1124,0.6077
11319029,24.0655,13.7760,-17.1262,0.6283,0.2769,-0.3198,0.6529,-6.1828,-49.7694,95.0643,0.0228,-0.0737,-0.0764
11319196,41.5232,24.7461,-19.3455,0.6296,0.2792,-0.3127,0.6541,-5.0669,-49.3838,94.5144,0.1099,0.1128,-0.4192
11319363,41.4692,48.4801,-19.8978,0.6320,0.2793,-0.3035,0.6561,-3.9230,-48.5976,93.9216,0.1461,0.3834,0.0064
11319529,9.0072,78.5080,-20.9365,0.6370,0.2735,-0.2945,0.6578,-3.2956,-47.3071,93.2862,0.0933,0.5473,0.9407
11319696,-11.9575,89.7320,0.4418,0.6412,0.2638,-0.2873,0.6609,-3.4104,-45.8071,93.1770,0.3787,0.2734,-0.5320
11319863,0.5487,99.5672,-9.2188,0.6461,0.2546,-0.2775,0.6639,-3.1528,-44.1526,92.8331,-0.0988,0.2260,-0.8728
11320029,21.6205,103.0558,-25.1793,0.6518,0.2476,-0.2647,0.6662,-2.3195,-42.4505,92.1515,-0.2068,0.1461,-0.3062
11320196,34.6683,115.6337,-32.7787,0.6580,0.2409,-0.2491,0.6685,-1.2055,-40.5345,91.3504,-0.2810,0.2587,0.3833
11320363,43.0882,142.2576,-24.0681,0.6638,0.2320,-0.2303,0.6727,-0.1347,-38.1621,90.8028,-0.0275,0.0878,0.2037
11320529,30.5413,151.0159,-25.1400,0.6701,0.2209,-0.2118,0.6762,0.6813,-35.6370,90.3008,-0.1003,0.2374,0.2199
11320696,4.0198,121.1921,-14.1338,0.6750,0.2098,-0.1990,0.6788,0.8933,-33.6079,90.0550,-0.2917,-0.0159,-0.0802
11320863,-8.2433,104.5177,-4.7756,0.6786,0.1988,-0.1894,0.6813,0.7924,-31.8588,89.9975,-0.0229,0.0654,-0.4439
11321029,-12.2717,90.5023,8.3831,0.6805,0.1883,-0.1818,0.6844,0.4954,-30.3459,90.1869,0.0685,0.3870,-1.0649
11321196,4.1989,99.0360,-10.8410,0.6840,0.1791,-0.1712,0.6861,0.6605,-28.6875,90.0047,-0.3345,0.0854,-0.3193
11321363,24.4935,103.9189,-23.6591,0.6882,0.1718,-0.1577,0.6870,1.2639,-26.9430,89.5981,-0.2146,0.1113,-0.4563
